region	country	latency
214	15	560
214	16	16620
214	17	3080
214	18	14120
214	19	5320
215	0	7320
215	1	18220
215	2	1600
215	3	5970
215	4	10300
215	5	5290
215	6	5670
215	7	6290
215	8	10010
215	9	14460
215	10	6520
215	11	18610
215	12	5860
215	13	13220
215	14	4020
215	15	8000
215	16	11880
215	17	12340
215	18	8040
215	19	6820
216	0	13670
216	1	19740
216	2	12410
216	3	16200
216	4	17980
216	5	15700
216	6	2210
216	7	18220
216	8	3800
216	9	7460
216	10	16260
216	11	3330
216	12	1000
216	13	4380
216	14	9820
216	15	490
216	16	1330
216	17	17880
216	18	12380
216	19	13120
217	0	17560
217	1	16880
217	2	11570
217	3	15460
217	4	4290
217	5	1930
217	6	9540
217	7	1190
217	8	5620
217	9	11140
217	10	14470
217	11	18140
217	12	3150
217	13	13660
217	14	18610
217	15	15100
217	16	5950
217	17	8000
217	18	7740
217	19	4460
218	0	4590
218	1	15920
218	2	5270
218	3	18770
218	4	9170
218	5	7510
218	6	2380
218	7	1230
218	8	6120
218	9	12750
218	10	16430
218	11	17900
218	12	16200
218	13	16530
218	14	9430
218	15	18510
218	16	2240
218	17	8950
218	18	15020
218	19	3020
219	0	17480
219	1	11560
219	2	4440
219	3	15080
219	4	12150
219	5	15070
219	6	8290
219	7	14010
219	8	4200
219	9	2210
219	10	12730
219	11	7810
219	12	940
219	13	19580
219	14	2020
219	15	10970
219	16	3200
219	17	11160
219	18	9420
219	19	12340
220	0	7120
220	1	1340
220	2	16740
220	3	13180
220	4	500
220	5	6870
220	6	6580
220	7	4580
220	8	2150
220	9	11370
220	10	10200
220	11	7580
220	12	13080
220	13	15900
220	14	50
220	15	6920
220	16	14330
220	17	10380
220	18	9020
220	19	15730
221	0	9250
221	1	8060
221	2	5280
221	3	18480
221	4	420
221	5	11140
221	6	14820
221	7	16540
221	8	16680
221	9	10
221	10	4520
221	11	19420
221	12	15580
221	13	10310
221	14	4610
221	15	5340
221	16	17460
221	17	1100
221	18	19510
221	19	17920
222	0	1960
222	1	11630
222	2	7920
222	3	5630
222	4	13860
222	5	16730
222	6	7480
222	7	6530
222	8	270
222	9	18650
222	10	6420
222	11	810
222	12	10810
222	13	16290
222	14	16520
222	15	14960
222	16	10940
222	17	6360
222	18	5140
222	19	6790
223	0	10840
223	1	1110
223	2	9650
223	3	14750
223	4	8470
223	5	3710
223	6	18830
223	7	8940
223	8	14270
223	9	18190
223	10	6540
223	11	18000
223	12	17660
223	13	17220
223	14	1700
223	15	6200
223	16	2490
223	17	8470
223	18	4250
223	19	12240
224	0	4320
224	1	4210
224	2	16920
224	3	3350
224	4	14310
224	5	9070
224	6	15260
224	7	17450
224	8	19690
224	9	13480
224	10	10020
224	11	620
224	12	1730
224	13	6880
224	14	12860
224	15	6590
224	16	11160
224	17	19580
224	18	10350
224	19	4840
225	0	10120
225	1	5860
225	2	18750
225	3	15900
225	4	18020
225	5	17510
225	6	1050
225	7	2090
225	8	2820
225	9	17820
225	10	15370
225	11	9180
225	12	13720
225	13	14930
225	14	790
225	15	9530
225	16	13640
225	17	11390
225	18	2540
225	19	10460
226	0	14470
226	1	13170
226	2	5310
226	3	6530
226	4	13430
226	5	17270
226	6	18780
226	7	2410
226	8	16110
226	9	9120
226	10	18680
226	11	5890
226	12	19950
226	13	14060
226	14	220
226	15	15970
226	16	12120
226	17	18910
226	18	10830
226	19	10210
227	0	12910
227	1	8740
227	2	2440
227	3	6340
227	4	9510
227	5	4690
227	6	12860
227	7	690
227	8	17660
227	9	19230
227	10	14140
227	11	6640
227	12	8100
227	13	4810
227	14	3940
227	15	3450
227	16	14530
227	17	30
227	18	6190
227	19	10850
228	0	1000
228	1	4530
228	2	18680
228	3	18930
228	4	17790
228	5	6170
228	6	14610
228	7	2250
228	8	13960
228	9	6010
228	10	10160
228	11	16770
228	12	18900
228	13	13770
228	14	13130
228	15	18360
228	16	11110
228	17	10730
228	18	13830
228	19	15930
229	0	6390
229	1	15030
229	2	9660
229	3	18300
229	4	14260
229	5	19360
229	6	3330
229	7	1210
229	8	8630
229	9	17460
229	10	9670
229	11	13610
229	12	8540
229	13	5650
229	14	15270
229	15	3940
229	16	18530
229	17	11200
229	18	15140
229	19	9850
230	0	10300
230	1	12750
230	2	4010
230	3	6960
230	4	5920
230	5	4230
230	6	17440
230	7	19090
230	8	18580
230	9	6780
230	10	16690
230	11	15670
230	12	6700
230	13	5310
230	14	6660
230	15	11490
230	16	12990
230	17	840
230	18	14320
230	19	4380
231	0	18720
231	1	14890
231	2	18910
231	3	17000
231	4	11970
231	5	1130
231	6	4500
231	7	10940
231	8	19580
231	9	13500
231	10	5350
231	11	17110
231	12	12990
231	13	13450
231	14	13630
231	15	12140
231	16	1020
231	17	9270
231	18	15060
231	19	4870
232	0	17650
232	1	4890
232	2	12470
232	3	10050
232	4	12720
232	5	1480
232	6	19290
232	7	4490
232	8	14880
232	9	19000
232	10	5770
232	11	16410
232	12	6450
232	13	14870
232	14	6670
232	15	1120
232	16	6040
232	17	1030
232	18	350
232	19	10600
233	0	14020
233	1	11230
233	2	18620
233	3	1780
233	4	3380
233	5	2610
233	6	15370
233	7	8560
233	8	610
233	9	7970
233	10	6330
233	11	11000
233	12	19770
233	13	1690
233	14	14450
233	15	5740
233	16	19830
233	17	4800
233	18	18850
233	19	12880
234	0	17600
234	1	14800
234	2	13330
234	3	5660
234	4	13280
234	5	18710
234	6	8720
234	7	7360
234	8	6890
234	9	15270
234	10	2200
234	11	19120
234	12	9240
234	13	1440
234	14	19150
234	15	15120
234	16	6360
234	17	11270
234	18	10760
234	19	15120
235	0	10770
235	1	8270
235	2	9760
235	3	15590
235	4	5940
235	5	15280
235	6	1820
235	7	14070
235	8	18560
235	9	3990
235	10	2860
235	11	15090
235	12	19410
235	13	11800
235	14	10980
235	15	19290
235	16	17460
235	17	2520
235	18	13780
235	19	5320
236	0	15530
236	1	8140
236	2	280
236	3	18480
236	4	14460
236	5	9510
236	6	9150
236	7	7250
236	8	15540
236	9	5180
236	10	16410
236	11	5410
236	12	8410
236	13	16440
236	14	11920
236	15	16280
236	16	19450
236	17	450
236	18	6460
236	19	3710
237	0	13480
237	1	11600
237	2	17710
237	3	17470
237	4	5470
237	5	12740
237	6	4890
237	7	8950
237	8	7750
237	9	2380
237	10	6540
237	11	11030
237	12	16450
237	13	13760
237	14	3630
237	15	8620
237	16	3240
237	17	10610
237	18	4460
237	19	12810
238	0	11300
238	1	10530
238	2	8530
238	3	16100
238	4	6350
238	5	2100
238	6	1470
238	7	1770
238	8	18030
238	9	19580
238	10	17360
238	11	10100
238	12	1320
238	13	8380
238	14	9200
238	15	2810
238	16	16770
238	17	1040
238	18	19850
238	19	4670
239	0	9240
239	1	15640
239	2	16540
239	3	6870
239	4	760
239	5	15050
239	6	1450
239	7	9340
239	8	580
239	9	6850
239	10	19400
239	11	7780
239	12	5420
239	13	14620
239	14	18540
239	15	17680
239	16	11590
239	17	70
239	18	13210
239	19	11830
240	0	10950
240	1	10050
240	2	10000
240	3	18940
240	4	17520
240	5	11850
240	6	17050
240	7	6900
240	8	8360
240	9	17140
240	10	3240
240	11	11910
240	12	13800
240	13	8660
240	14	19810
240	15	4150
240	16	18040
240	17	14130
240	18	4690
240	19	6510
241	0	17910
241	1	16390
241	2	9480
241	3	11440
241	4	11130
241	5	19100
241	6	11200
241	7	16380
241	8	16810
241	9	11000
241	10	16210
241	11	18670
241	12	2710
241	13	2290
241	14	8940
241	15	7930
241	16	18910
241	17	6160
241	18	3700
241	19	19460
242	0	15560
242	1	18710
242	2	14250
242	3	14290
242	4	14330
242	5	18230
242	6	19130
242	7	3620
242	8	15370
242	9	9010
242	10	13100
242	11	1960
242	12	8550
242	13	6320
242	14	10080
242	15	18430
242	16	1160
242	17	6710
242	18	4030
242	19	5890
243	0	8430
243	1	16490
243	2	4830
243	3	1890
243	4	1790
243	5	4030
243	6	10250
243	7	10140
243	8	14980
243	9	18250
243	10	8530
243	11	18620
243	12	19070
243	13	9980
243	14	4980
243	15	10460
243	16	7310
243	17	17320
243	18	16430
243	19	14040
244	0	8540
244	1	8890
244	2	14100
244	3	10160
244	4	5130
244	5	7260
244	6	3610
244	7	10870
244	8	14340
244	9	18800
244	10	10390
244	11	19940
244	12	19160
244	13	610
244	14	10540
244	15	6010
244	16	3830
244	17	15730
244	18	14340
244	19	7300
245	0	3970
245	1	2780
245	2	12310
245	3	6570
245	4	3520
245	5	5130
245	6	6830
245	7	70
245	8	2520
245	9	17470
245	10	14160
245	11	18010
245	12	2690
245	13	640
245	14	14130
245	15	8840
245	16	350
245	17	760
245	18	4710
245	19	16720
246	0	19080
246	1	8470
246	2	3820
246	3	9520
246	4	16270
246	5	16940
246	6	17140
246	7	13160
246	8	8810
246	9	10630
246	10	8130
246	11	6340
246	12	6960
246	13	9400
246	14	240
246	15	18820
246	16	4770
246	17	10370
246	18	1610
246	19	1570
247	0	7600
247	1	4570
247	2	3950
247	3	17340
247	4	15250
247	5	7430
247	6	18900
247	7	11650
247	8	3160
247	9	19550
247	10	6900
247	11	5260
247	12	9380
247	13	11850
247	14	7460
247	15	8470
247	16	4900
247	17	8950
247	18	6350
247	19	2680
248	0	19760
248	1	5590
248	2	3570
248	3	950
248	4	19630
248	5	16860
248	6	7800
248	7	2790
248	8	15900
248	9	11630
248	10	19530
248	11	12180
248	12	17990
248	13	13130
248	14	4830
248	15	5110
248	16	4710
248	17	18650
248	18	5930
248	19	18540
249	0	12430
249	1	14830
249	2	6370
249	3	16500
249	4	16340
249	5	14400
249	6	2040
249	7	11110
249	8	4780
249	9	16210
249	10	12220
249	11	12450
249	12	5980
249	13	14570
249	14	7800
249	15	13910
249	16	18840
249	17	5070
249	18	14030
249	19	13940
250	0	14190
250	1	9030
250	2	17150
250	3	15780
250	4	8620
250	5	3850
250	6	10590
250	7	8130
250	8	1880
250	9	13990
250	10	4200
250	11	11970
250	12	2130
250	13	7670
250	14	15450
250	15	19620
250	16	15510
250	17	18130
250	18	730
250	19	990
251	0	19530
251	1	15180
251	2	11830
251	3	10180
251	4	13490
251	5	9030
251	6	19100
251	7	5250
251	8	6390
251	9	9150
251	10	10180
251	11	17030
251	12	2470
251	13	11470
251	14	8950
251	15	19930
251	16	16300
251	17	5520
251	18	19240
251	19	13250
252	0	12260
252	1	14460
252	2	10600
252	3	10480
252	4	16290
252	5	6000
252	6	1450
252	7	15800
252	8	3890
252	9	10520
252	10	12570
252	11	2800
252	12	8370
252	13	17810
252	14	13730
252	15	2380
252	16	12170
252	17	17180
252	18	5770
252	19	16750
253	0	12590
253	1	8140
253	2	8330
253	3	8400
253	4	15880
253	5	13220
253	6	13280
253	7	9000
253	8	3570
253	9	8710
253	10	14030
253	11	11970
253	12	2890
253	13	6310
253	14	1860
253	15	6200
253	16	5430
253	17	16650
253	18	7180
253	19	12230
254	0	1150
254	1	17890
254	2	2860
254	3	16580
254	4	70
254	5	8630
254	6	13490
254	7	7900
254	8	19440
254	9	12510
254	10	5120
254	11	8330
254	12	11230
254	13	16170
254	14	3950
254	15	13900
254	16	1560
254	17	14640
254	18	7730
254	19	4000
255	0	6990
255	1	17910
255	2	19060
255	3	17670
255	4	15140
255	5	6300
255	6	18470
255	7	6020
255	8	8630
255	9	5190
255	10	15100
255	11	15720
255	12	11400
255	13	12690
255	14	4360
255	15	11340
255	16	8530
255	17	20
255	18	17020
255	19	17950
256	0	14060
256	1	1990
256	2	18490
256	3	11990
256	4	17410
256	5	13070
256	6	10840
256	7	3480
256	8	17170
256	9	10150
256	10	17040
256	11	8820
256	12	10110
256	13	2400
256	14	810
256	15	19790
256	16	7370
256	17	10890
256	18	330
256	19	12790
257	0	17090
257	1	11080
257	2	1130
257	3	3160
257	4	6510
257	5	550
257	6	930
257	7	13440
257	8	11980
257	9	5390
257	10	12220
257	11	3200
257	12	15570
257	13	17460
257	14	4820
257	15	11470
257	16	13890
257	17	8020
257	18	18280
257	19	7970
258	0	6760
258	1	4870
258	2	13810
258	3	6810
258	4	600
258	5	15360
258	6	9310
258	7	13820
258	8	19050
258	9	3560
258	10	3860
258	11	3620
258	12	4930
258	13	18420
258	14	12470
258	15	4380
258	16	3610
258	17	2970
258	18	790
258	19	12890
259	0	10370
259	1	1770
259	2	15010
259	3	6090
259	4	18800
259	5	4690
259	6	13460
259	7	9360
259	8	14160
259	9	19600
259	10	8790
259	11	11270
259	12	830
259	13	18230
259	14	6940
259	15	12380
259	16	9010
259	17	11650
259	18	6300
259	19	7870
260	0	1154
260	1	311
260	2	311
260	3	1695
260	4	1743
260	5	1566
260	6	1412
260	7	1588
260	8	150
260	9	1525
260	10	984
260	11	150
260	12	74
260	13	489
260	14	581
260	15	499
260	16	641
260	17	1223
260	18	1158
260	19	1352
261	0	1351
261	1	1531
261	2	1744
261	3	1092
261	4	1774
261	5	1509
261	6	1682
261	7	1793
261	8	336
261	9	1036
261	10	1628
261	11	1336
261	12	1633
261	13	1390
261	14	1274
261	15	155
261	16	1587
261	17	1947
261	18	1171
261	19	1690
262	0	1552
262	1	1055
262	2	965
262	3	1334
262	4	723
262	5	1340
262	6	384
262	7	739
262	8	1907
262	9	281
262	10	170
262	11	1264
262	12	718
262	13	1424
262	14	1435
262	15	1402
262	16	1690
262	17	1804
262	18	1123
262	19	1548
263	0	52
263	1	169
263	2	364
263	3	357
263	4	71
263	5	1774
263	6	1972
263	7	859
263	8	1497
263	9	892
263	10	1691
263	11	1919
263	12	1363
263	13	664
263	14	800
263	15	1780
263	16	1075
263	17	960
263	18	828
263	19	1879
264	0	1012
264	1	1055
264	2	1494
264	3	1804
264	4	1981
264	5	932
264	6	711
264	7	1690
264	8	935
264	9	1251
264	10	1690
264	11	1950
264	12	1101
264	13	287
264	14	869
264	15	1963
264	16	465
264	17	1719
264	18	883
264	19	19
265	0	858
265	1	900
265	2	645
265	3	241
265	4	1968
265	5	505
265	6	451
265	7	681
265	8	519
265	9	1209
265	10	270
265	11	994
265	12	1711
265	13	882
265	14	454
265	15	678
265	16	360
265	17	1971
265	18	799
265	19	877
266	0	170
266	1	1624
266	2	1312
266	3	993
266	4	1140
266	5	645
266	6	10
266	7	349
266	8	420
266	9	286
266	10	880
266	11	1764
266	12	1123
266	13	882
266	14	647
266	15	1645
266	16	754
266	17	249
266	18	1495
266	19	71
267	0	1527
267	1	1278
267	2	130
267	3	1723
267	4	1884
267	5	535
267	6	730
267	7	1858
267	8	915
267	9	746
267	10	452
267	11	1685
267	12	1254
267	13	1922
267	14	1355
267	15	1407
267	16	420
267	17	1255
267	18	63
267	19	1421
268	0	1356
268	1	112
268	2	1211
268	3	1539
268	4	97
268	5	800
268	6	284
268	7	972
268	8	582
268	9	1191
268	10	1264
268	11	1227
268	12	1135
268	13	101
268	14	550
268	15	1797
268	16	1044
268	17	650
268	18	1594
268	19	758
269	0	26
269	1	976
269	2	61
269	3	885
269	4	1013
269	5	170
269	6	107
269	7	1850
269	8	1709
269	9	1219
269	10	700
269	11	115
269	12	307
269	13	1193
269	14	431
269	15	411
269	16	1275
269	17	1695
269	18	709
269	19	258
270	0	1666
270	1	70
270	2	1874
270	3	1217
270	4	556
270	5	1282
270	6	834
270	7	1201
270	8	682
270	9	1348
270	10	724
270	11	1395
270	12	1135
270	13	802
270	14	1135
270	15	1832
270	16	474
270	17	1049
270	18	1393
270	19	867
271	0	1311
271	1	1315
271	2	1945
271	3	631
271	4	1846
271	5	1422
271	6	1557
271	7	876
271	8	1489
271	9	1073
271	10	83
271	11	695
271	12	532
271	13	722
271	14	512
271	15	1505
271	16	1521
271	17	1509
271	18	566
271	19	669
272	0	378
272	1	476
272	2	1201
272	3	1272
272	4	1930
272	5	1025
272	6	260
272	7	138
272	8	1358
272	9	275
272	10	241
272	11	1714
272	12	1492
272	13	1837
272	14	1994
272	15	1092
272	16	13
272	17	1537
272	18	1708
272	19	3
273	0	1022
273	1	1545
273	2	1747
273	3	437
273	4	272
273	5	1578
273	6	1738
273	7	94
273	8	1372
273	9	1390
273	10	706
273	11	1333
273	12	801
273	13	797
273	14	1159
273	15	649
273	16	1576
273	17	855
273	18	1320
273	19	515
274	0	589
274	1	1943
274	2	1092
274	3	1772
274	4	1753
274	5	1288
274	6	1636
274	7	1018
274	8	538
274	9	681
274	10	1966
274	11	1589
274	12	868
274	13	578
274	14	36
274	15	1358
274	16	193
274	17	592
274	18	1847
274	19	1594
275	0	1526
275	1	792
275	2	649
275	3	375
275	4	1762
275	5	115
275	6	1712
275	7	6
275	8	1442
275	9	1519
275	10	396
275	11	1001
275	12	578
275	13	1472
275	14	981
275	15	1002
275	16	879
275	17	799
275	18	631
275	19	396
276	0	509
276	1	78
276	2	1897
276	3	1411
276	4	1627
276	5	1301
276	6	539
276	7	1537
276	8	721
276	9	1974
276	10	1788
276	11	165
276	12	697
276	13	591
276	14	1292
276	15	1087
276	16	1309
276	17	1303
276	18	658
276	19	686
277	0	1729
277	1	1185
277	2	1271
277	3	368
277	4	1182
277	5	43
277	6	164
277	7	1955
277	8	1432
277	9	1648
277	10	1112
277	11	460
277	12	1731
277	13	742
277	14	1621
277	15	147
277	16	998
277	17	1496
277	18	1001
277	19	1927
278	0	991
278	1	1209
278	2	990
278	3	1050
278	4	762
278	5	637
278	6	1300
278	7	652
278	8	5
278	9	253
278	10	1346
278	11	1304
278	12	314
278	13	429
278	14	1511
278	15	407
278	16	936
278	17	541
278	18	577
278	19	1477
279	0	1301
279	1	156
279	2	1966
279	3	1154
279	4	1254
279	5	274
279	6	649
279	7	164
279	8	1674
279	9	1850
279	10	1300
279	11	914
279	12	127
279	13	1171
279	14	1423
279	15	1997
279	16	702
279	17	389
279	18	824
279	19	460
280	0	649
280	1	1000
280	2	1034
280	3	598
280	4	500
280	5	1180
280	6	804
280	7	878
280	8	1124
280	9	463
280	10	1130
280	11	652
280	12	319
280	13	1729
280	14	76
280	15	1489
280	16	1241
280	17	438
280	18	678
280	19	696
281	0	32
281	1	1760
281	2	897
281	3	490
281	4	33
281	5	1050
281	6	47
281	7	1053
281	8	1732
281	9	1253
281	10	1758
281	11	1400
281	12	1171
281	13	93
281	14	793
281	15	1431
281	16	1492
281	17	1514
281	18	1150
281	19	1201
282	0	1135
282	1	309
282	2	112
282	3	1962
282	4	1666
282	5	1571
282	6	245
282	7	1336
282	8	490
282	9	250
282	10	458
282	11	22
282	12	1687
282	13	774
282	14	291
282	15	877
282	16	452
282	17	433
282	18	698
282	19	1819
283	0	1353
283	1	371
283	2	1790
283	3	863
283	4	502
283	5	724
283	6	857
283	7	1582
283	8	1385
283	9	14
283	10	710
283	11	223
283	12	1012
283	13	1745
283	14	504
283	15	1297
283	16	996
283	17	182
283	18	177
283	19	145
284	0	473
284	1	1828
284	2	995
284	3	682
284	4	30
284	5	96
284	6	1394
284	7	1297
284	8	1686
284	9	522
284	10	816
284	11	19
284	12	1888
284	13	1978
284	14	1217
284	15	1156
284	16	786
284	17	230
284	18	1873
284	19	231
285	0	1201
285	1	1419
285	2	783
285	3	241
285	4	872
285	5	51
285	6	1974
285	7	199
285	8	683
285	9	1568
285	10	1736
285	11	445
285	12	1525
285	13	108
285	14	593
285	15	1160
285	16	1256
285	17	1745
285	18	625
285	19	693
286	0	692
286	1	1469
286	2	1767
286	3	236
286	4	1876
286	5	1152
286	6	1033
286	7	1083
286	8	780
286	9	551
286	10	1892
286	11	571
286	12	681
286	13	1988
286	14	876
286	15	1816
286	16	955
286	17	9
286	18	1861
286	19	328
287	0	885
287	1	1822
287	2	694
287	3	1194
287	4	1210
287	5	1811
287	6	603
287	7	1048
287	8	1081
287	9	225
287	10	1871
287	11	126
287	12	1638
287	13	1452
287	14	837
287	15	1762
287	16	1861
287	17	254
287	18	544
287	19	1837
288	0	1419
288	1	77
288	2	89
288	3	1884
288	4	965
288	5	322
288	6	700
288	7	458
288	8	833
288	9	745
288	10	1428
288	11	577
288	12	693
288	13	1545
288	14	1869
288	15	1192
288	16	353
288	17	1864
288	18	1409
288	19	1011
289	0	740
289	1	1236
289	2	399
289	3	1635
289	4	1279
289	5	1532
289	6	1668
289	7	1559
289	8	992
289	9	1335
289	10	1200
289	11	661
289	12	459
289	13	1215
289	14	121
289	15	164
289	16	1987
289	17	912
289	18	1701
289	19	1131
290	0	1456
290	1	1567
290	2	134
290	3	791
290	4	1238
290	5	1405
290	6	1761
290	7	478
290	8	759
290	9	75
290	10	1282
290	11	57
290	12	957
290	13	713
290	14	1407
290	15	1956
290	16	1542
290	17	1268
290	18	1598
290	19	1898
291	0	1506
291	1	1529
291	2	1522
291	3	1705
291	4	1819
291	5	1206
291	6	1715
291	7	1977
291	8	549
291	9	1066
291	10	733
291	11	1817
291	12	1321
291	13	845
291	14	814
291	15	447
291	16	1468
291	17	1231
291	18	383
291	19	1377
292	0	729
292	1	353
292	2	404
292	3	11
292	4	1143
292	5	1453
292	6	698
292	7	1369
292	8	643
292	9	1923
292	10	1081
292	11	1742
292	12	1435
292	13	1527
292	14	959
292	15	149
292	16	138
292	17	566
292	18	1640
292	19	1177
293	0	1038
293	1	756
293	2	1340
293	3	447
293	4	1649
293	5	1334
293	6	878
293	7	505
293	8	50
293	9	1796
293	10	940
293	11	1545
293	12	1108
293	13	775
293	14	534
293	15	787
293	16	799
293	17	1705
293	18	1842
293	19	1565
294	0	446
294	1	1175
294	2	653
294	3	1562
294	4	1812
294	5	1511
294	6	1673
294	7	1576
294	8	689
294	9	1506
294	10	884
294	11	1534
294	12	1292
294	13	1338
294	14	1283
294	15	905
294	16	1280
294	17	1473
294	18	281
294	19	992
295	0	1161
295	1	1425
295	2	315
295	3	1738
295	4	679
295	5	1184
295	6	1673
295	7	1731
295	8	1428
295	9	1368
295	10	208
295	11	159
295	12	1154
295	13	1350
295	14	1939
295	15	402
295	16	481
295	17	886
295	18	102
295	19	775
296	0	1458
296	1	606
296	2	1004
296	3	1902
296	4	1763
296	5	186
296	6	1961
296	7	178
296	8	1979
296	9	30
296	10	449
296	11	755
296	12	280
296	13	850
296	14	1189
296	15	246
296	16	1580
296	17	701
296	18	1289
296	19	1801
297	0	193
297	1	864
297	2	795
297	3	1692
297	4	581
297	5	1111
297	6	773
297	7	194
297	8	1015
297	9	1230
297	10	845
297	11	967
297	12	1781
297	13	817
297	14	805
297	15	1941
297	16	1387
297	17	763
297	18	1225
297	19	1839
298	0	353
298	1	386
298	2	628
298	3	1453
298	4	986
298	5	835
298	6	107
298	7	148
298	8	1764
298	9	1249
298	10	48
298	11	1102
298	12	1206
298	13	304
298	14	1050
298	15	429
298	16	531
298	17	544
298	18	1113
298	19	126
299	0	519
299	1	1188
299	2	1061
299	3	556
299	4	1732
299	5	257
299	6	919
299	7	1858
299	8	1239
299	9	1376
299	10	1272
299	11	382
299	12	1357
299	13	811
299	14	262
299	15	1494
299	16	144
299	17	1388
299	18	1099
299	19	1744
300	0	1288
300	1	615
300	2	1951
300	3	1029
300	4	470
300	5	1419
300	6	1202
300	7	1681
300	8	1949
300	9	211
300	10	1108
300	11	1310
300	12	836
300	13	1692
300	14	34
300	15	520
300	16	1107
300	17	412
300	18	161
300	19	541
301	0	1345
301	1	1918
301	2	28
301	3	1678
301	4	891
301	5	1076
301	6	133
301	7	541
301	8	1149
301	9	982
301	10	826
301	11	446
301	12	1587
301	13	113
301	14	721
301	15	877
301	16	1077
301	17	1395
301	18	334
301	19	1501
302	0	107
302	1	678
302	2	728
302	3	1181
302	4	1857
302	5	175
302	6	1789
302	7	1901
302	8	233
302	9	1299
302	10	1657
302	11	1537
302	12	1963
302	13	1507
302	14	321
302	15	1298
302	16	525
302	17	1204
302	18	416
302	19	254
303	0	1201
303	1	530
303	2	1883
303	3	1164
303	4	1483
303	5	1595
303	6	1802
303	7	1501
303	8	695
303	9	375
303	10	1600
303	11	468
303	12	74
303	13	1357
303	14	395
303	15	357
303	16	451
303	17	918
303	18	135
303	19	1200
304	0	1999
304	1	1943
304	2	864
304	3	284
304	4	497
304	5	69
304	6	1853
304	7	822
304	8	513
304	9	1277
304	10	997
304	11	1285
304	12	813
304	13	1006
304	14	1997
304	15	609
304	16	942
304	17	797
304	18	480
304	19	1936
305	0	1327
305	1	713
305	2	1053
305	3	691
305	4	732
305	5	1205
305	6	1398
305	7	592
305	8	1558
305	9	497
305	10	1374
305	11	139
305	12	1674
305	13	242
305	14	1467
305	15	1470
305	16	2
305	17	1121
305	18	1795
305	19	1103
306	0	1936
306	1	1406
306	2	633
306	3	621
306	4	990
306	5	1200
306	6	1238
306	7	703
306	8	1114
306	9	217
306	10	980
306	11	1743
306	12	1726
306	13	609
306	14	1704
306	15	1984
306	16	1932
306	17	896
306	18	1862
306	19	1776
307	0	817
307	1	1321
307	2	1543
307	3	645
307	4	757
307	5	525
307	6	462
307	7	1549
307	8	1530
307	9	997
307	10	1753
307	11	1086
307	12	45
307	13	1819
307	14	1710
307	15	857
307	16	1868
307	17	906
307	18	1274
307	19	570
308	0	1110
308	1	1600
308	2	1846
308	3	1246
308	4	183
308	5	1209
308	6	639
308	7	1203
308	8	1694
308	9	1404
308	10	501
308	11	54
308	12	453
308	13	1993
308	14	1652
308	15	1941
308	16	500
308	17	1007
308	18	664
308	19	143
309	0	22
309	1	591
309	2	1636
309	3	541
309	4	1748
309	5	1573
309	6	675
309	7	1556
309	8	1358
309	9	1953
309	10	1570
309	11	1526
309	12	631
309	13	1691
309	14	659
309	15	1906
309	16	1804
309	17	859
309	18	1828
309	19	579
310	0	924
310	1	1005
310	2	760
310	3	676
310	4	1502
310	5	718
310	6	430
310	7	1713
310	8	1215
310	9	840
310	10	1688
310	11	412
310	12	1475
310	13	31
310	14	658
310	15	247
310	16	1122
310	17	1448
310	18	683
310	19	638
311	0	1186
311	1	672
311	2	289
311	3	846
311	4	1904
311	5	1657
311	6	348
311	7	1181
311	8	1782
311	9	938
311	10	1302
311	11	1528
311	12	1728
311	13	1175
311	14	615
311	15	385
311	16	1965
311	17	1018
311	18	131
311	19	1475
312	0	989
312	1	1414
312	2	242
312	3	891
312	4	1921
312	5	1422
312	6	1984
312	7	1267
312	8	93
312	9	285
312	10	1884
312	11	835
312	12	1524
312	13	1822
312	14	731
312	15	333
312	16	645
312	17	577
312	18	1994
312	19	1577
313	0	6
313	1	371
313	2	580
313	3	644
313	4	1868
313	5	1075
313	6	190
313	7	1473
313	8	681
313	9	1285
313	10	81
313	11	1326
313	12	676
313	13	27
313	14	1718
313	15	379
313	16	948
313	17	119
313	18	515
313	19	1612
314	0	1574
314	1	1805
314	2	706
314	3	1090
314	4	1880
314	5	1392
314	6	1862
314	7	976
314	8	842
314	9	1689
314	10	193
314	11	89
314	12	1134
314	13	227
314	14	870
314	15	593
314	16	1267
314	17	767
314	18	1254
314	19	1658
315	0	118
315	1	326
315	2	1968
315	3	1990
315	4	143
315	5	156
315	6	475
315	7	1341
315	8	1224
315	9	1285
315	10	689
315	11	1710
315	12	1190
315	13	64
315	14	902
315	15	762
315	16	681
315	17	1246
315	18	848
315	19	1372
316	0	1546
316	1	83
316	2	467
316	3	1272
316	4	1607
316	5	811
316	6	1649
316	7	292
316	8	1336
316	9	1256
316	10	828
316	11	184
316	12	975
316	13	178
316	14	1069
316	15	88
316	16	280
316	17	1451
316	18	937
316	19	471
317	0	1510
317	1	49
317	2	1406
317	3	122
317	4	312
317	5	1037
317	6	76
317	7	801
317	8	154
317	9	745
317	10	345
317	11	76
317	12	1058
317	13	136
317	14	1209
317	15	1194
317	16	576
317	17	942
317	18	925
317	19	57
318	0	499
318	1	1973
318	2	832
318	3	1868
318	4	1248
318	5	1286
318	6	1439
318	7	1836
318	8	1691
318	9	1475
318	10	1519
318	11	1920
318	12	11
318	13	354
318	14	509
318	15	896
318	16	423
318	17	516
318	18	640
318	19	260
319	0	1456
319	1	406
